Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FAM182B,47.7407415770666,-0.11439951317508,0.661421672692235,-0.172960031245167,0.862682844511882,0.890731114143991
FAM182A,14.0059272533782,0.919273063488751,1.11003698763204,0.828146335420556,0.407587631192982,0.467856325850639
FRG1CP,292.680659381146,-1.61135241039655,0.270084391912607,-5.9661071081736,0.00000000242980816823139,0.00000000787359827506732
FRG1DP,11.4811900556145,-1.20303974152407,0.673578207430941,-1.78604314725757,0.074092272256328,0.100645899758405
LINC01597,39.157875359809,-1.74261041713218,0.517340070923467,-3.36840410220219,0.000756046933117133,0.00138442932867517
FRG1BP,313.786005428189,-1.45142860696868,0.201579436707243,-7.20028109353539,0.000000000000600885548103629,0.00000000000257217158387711
RP11-462H3.2,7.81941919564802,4.40622387993895,1.30181353017622,3.38468127562209,0.000712609473167144,0.00130905131583782
RP5-854E16.2,17.2304353638469,0.0857779649445105,0.638818714736486,0.134275911093015,0.893184400887545,0.916230992081678
HM13,3513.1912363175,-0.749029437878536,0.218491024371943,-3.42819317192382,0.000607612942897532,0.00112597827638956
MCTS2P,42.5393148189411,0.990015615724587,0.364835567583996,2.71359402341346,0.00665576775505348,0.0107380190106325
HM13-IT1,20.8749102038554,-2.22773181806765,0.448321561947624,-4.96904902006008,0.000000672820606972841,0.00000174184598639099
ID1,3121.00618516808,2.52667785814205,0.365038985188467,6.92166579642868,0.00000000000446363311052361,0.0000000000179361791348572
BCL2L1,1496.04593924123,-0.737639848822003,0.186836443625635,-3.94805121799479,0.0000787899504184274,0.000163336419249564
ABALON,60.159116147694,-0.0345301057744133,0.366040364127734,-0.0943341477017098,0.924843724909284,0.942868315816434
TPX2,4308.9989774206,5.19794926079158,0.258389628670457,20.1167101308888,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000526903355192095,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000719729717678741
MYLK2,11.4793650033326,2.22818388974922,0.955385382582249,2.33223569291672,0.0196882954350817,0.029459861486283
FOXS1,21.1364098648586,3.70338152858164,1.26000068643988,2.93919008809868,0.0032907118334218,0.00553098110572528
DUSP15,135.251204012081,0.351179081967913,0.496567413487727,0.707213305644334,0.479433931114743,0.538746909145391
TTLL9,28.936702586683,-0.821885059296004,0.980127321124617,-0.838549279855761,0.401722282871225,0.4618202484734
PDRG1,800.223730507685,-0.0863077324614845,0.186213228204869,-0.463488728988309,0.643014091918658,0.693912047234613
XKR7,621.728980311062,3.58395978899188,0.582703169068069,6.15057542028438,0.000000000772023354353872,0.0000000026116916427888
RP1-310O13.13,24.5647156950948,3.37685867590985,1.26958458726143,2.65981385548634,0.00781838482204146,0.0124702067494672
CCM2L,89.722479952669,7.34673909273358,0.841342001190722,8.73216727839095,0.00000000000000000249838346581113,0.0000000000000000158211153857264
RP1-310O13.7,9.5887609698554,4.02708605829545,1.03921954436163,3.87510616033419,0.000106578225350341,0.000217161541785276
HCK,1484.46348054934,-7.71603144556028,0.724111234882615,-10.6558648365829,0.0000000000000000000000000163715832087704,0.000000000000000000000000171010816958671
TM9SF4,3255.41733280144,-0.280041920344396,0.152751698575089,-1.83331460767184,0.0667557982687942,0.0914378932512526
TSPY26P,441.811401260183,2.83275383807107,0.245326814082755,11.5468578054232,0.00000000000000000000000000000076568914900551,0.0000000000000000000000000000101468097488547
PLAGL2,1910.63285661658,-0.325146274087899,0.173543867692144,-1.87356821310844,0.060989962674958,0.0841678074373862
POFUT1,1796.71699262906,-0.0125779272008509,0.229558136909964,-0.0547919031325128,0.956304251078059,0.969821401400264
KIF3B,2158.45299170661,-0.243736765850671,0.191718960890492,-1.27132321559938,0.203613686548164,0.251831449686856
ASXL1,2987.94823189591,-1.93018018148867,0.18818931645368,-10.2565874506684,0.00000000000000000000000110544469106166,0.000000000000000000000010409156394977
NOL4L,1628.20061774075,-1.70205169713611,0.218236446136606,-7.79911755010299,0.00000000000000623415730497904,0.0000000000000305879940160715
RP5-1184F4.5,10.4757009391273,-0.490841648828983,0.750811713490539,-0.6537479903544,0.513274179304531,0.571317147374902
C20orf203,42.148239477418,0.23142964477473,1.00756965772049,0.229690962804808,0.818331917815271,0.851456779136992
BAK1P1,12.3047375722689,0.226652615952574,0.428864348788609,0.528494887935515,0.59715589426955,0.651517840919044
COMMD7,1373.29245508485,-0.852541682432209,0.18071626996366,-4.71757015903243,0.00000238678104042301,0.00000583657530300366
DNMT3B,13205.6935658301,9.2420274135283,0.616365961676799,14.9943831881724,0.00000000000000000000000000000000000000000000000000799015170346767,0.000000000000000000000000000000000000000000000000257582666640231
MAPRE1,6312.07697232559,-0.245844013430663,0.142438918172272,-1.72596097039525,0.084354434576506,0.113143365417685
